anime_id,name,genre,type,episodes,rating,members,synopsis
25303,Haikyuu!! OVA,"Shounen, Sports",OVA,2,7.93,30063,A stop-motion anime that will bundle with the 42nd compiled book volume of Haruichi Furudate's Haikyu!! manga. Anime will have 10 short episodes featuring the Karasuno team as puppets.  (Source: ANN)
24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,7.93,6073,"Bundled with the limited editions of 17th, 18th, 19th, and 24th volumes of the Hoozuki no Reitetsu manga."
516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358,7.93,31632,"It is the year 2004 AD, and pandemonium breaks as a mysterious frog-like alien race fills the sky with UFOs—or so 12-year-old Fuyuki Hinata dreams. Coincidentally, Sergeant Keroro, leader of a preliminary squad for the Keronian invasion of Pekopon—the alien name for Earth—begins his mission by invading Fuyuki's home. After subduing the boy and his sister, Keroro plans to reunite with his comrades and return to the mothership to repair his invaluable invasion device, the Kero Ball. Unfortunately, he receives word that headquarters has abandoned his unit's retrieval due to an unprecedented issue that forced the rest of the Keronians to flee.   Consequently, Keroro is forced to stay at the Hinata residence together with the friendly, starry-eyed Fuyuki; his athletic, short-tempered sister Natsumi; and their hardworking, attractive mother Aki. Now stuck until further notice, Keroro and his platoon spend each day plotting world domination, but are thwarted each and every time by various unexpected factors. Nevertheless, as they live alongside humans, they learn to treat them as friends and allies, forming comedic yet meaningful connections that make their lives on Earth worthwhile.  [Written by MAL Rewrite]"
1425,Lupin III: Part II,"Action, Adventure, Comedy, Shounen",TV,155,7.93,10873,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice.   (Source: ANN)"
5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,7.93,20637,"Half retelling of the original Frontier series, half new story. Conspiracies arise within the Frontier government when Sheryl Nome arrives to the colonial fleet for her concert and is soon marked as a spy for Galaxy while childhood friends, Alto Saotome and Ranka Lee both try to achieve their dreams as the battle between Frontier and the Vajra draws closer.  This movie serves as part one of the Frontier retelling and will conclude with the second, The Wings of Goodbye."
93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973,
8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1,7.93,23388,
322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,7.93,86380,"On her way home from school, Yukari Hayasaka is approached by a weird-looking guy who starts looking at her body intently. He's got blond spiky hair, a spiked choker, and multiple piercings on his ears and face. She wants nothing to do with him, and runs away, only to bump into a very tall and beautiful purple-haired woman with a flower pattern around her eye. Yukari faints from shock and wakes up later in a strange place called the Atelier. It turns out that these strangers are fashion designers who attend the most famous art school around, Yazawa Art Academy, and their group wants Yukari to model for their brand in Yazawa Academy's upcoming show.  Yukari turns down their offer and escapes the Atelier, but unknowingly leaves her school ID behind. George Koizumi, the head designer, later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants—and he wants her. Yukari had never considered something as frivolous as modeling before, but could life among these eccentric designers actually prove to be fun? Or will Yukari lose herself in this world of art and passion?  [Written by MAL Rewrite]"
6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,"Adventure, Sci-Fi, Shounen",Special,2,7.93,4975,
7588,Saraiya Goyou,"Historical, Samurai, Seinen",TV,12,7.93,40819,"Masanosuke ""Masa"" Akitsu is a wandering ronin adrift in Japan's peaceful Edo period. Despite being a skilled swordsman, Masa's meek personality has netted him the label ""unreliable,"" and he is often abruptly dismissed by his employers, leading him to question his resolve as a samurai.   As Masa reaches his lowest point, he is approached by Yaichi, a carefree man draped in pink who seemingly hires him on a whim as his bodyguard. Unbeknownst to Masa, the job is not as innocent as it seems, and he is drawn into the illicit activities of the group spearheaded by Yaichi. As he becomes further entwined with the gang known as the Five Leaves, Masa struggles with his own principles. Still, his curiosity spurs him forward to uncover the past and motivations of this mysterious band of outlaws.  [Written by MAL Rewrite]"
10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2,7.93,37657,"As the epidemic terrorizes the quiet secluded village of Sotoba, three women have found themselves amidst the escalating crisis. Nao Yasumori is tormented by visions of the deceased; Kanami Yano must keep a secret at risk of losing a loved one; and Motoko Maeda goes through insurmountable grief as the mysterious illness spreads throughout her family.   With rising tensions testing the limits of family relationships, even the smallest of mistakes can easily sever the ties that bind .  [Written by MAL Rewrite]"
1172,Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",TV,26,7.93,32742,"For nearly a millennium, demons have imposed a magical barrier that has impeded the people trapped within it from reaching the outside world. Now that it is broken, several kingdoms seek to explore the lands that were once beyond their grasp. To this end, they establish a peace delegation to make contact with the inhabitants of the new world.  Meanwhile, the young sorceress Lina Inverse receives a message from a mysterious woman named Filia ul Copt. When they meet, Filia expresses interest in hiring Lina and her friends, having heard of their great deeds, for a certain task that will take them to the outside realm. Despite that, Filia feels the need to put their strength to the test and pits them against a dragon in the middle of the city! After proving themselves, the sorceress and her fellow adventurers set off for the unexplored lands, where many adventures and a worrying prophecy await them.  [Written by MAL Rewrite]"
31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2,7.93,22487,Extra episodes of To LOVE-Ru Darkness 2nd bundled with the seventh Blu-ray and DVD volume.
2265,Transformers the Movie,"Action, Mecha",Movie,1,7.93,6540,
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.93,5431,"2199 AD. Yamato tried to leave behind the Large Magellanic Cloud galaxy, after receiving a ""Cosmo Reverse System"" at its destination, Iscandar. However, suddenly, it encounters a mysterious group at the edge of the Large Magellanic Cloud. The crew finds out that the group is called the ""Gatlantis,"" and that its leader is the Gutaba expeditionary force commander who calls himself ""Goran Dagaamu of Thunder."" The commander demands that Yamato be handed over to him. Yamato, wanting to hurry to Earth, escapes the fray. However, Yamato is attacked by a devastating beam weapon called the ""Flame Direct Attack Cannon"" that can transcend space.  Yamato was able to retreat, but ends up getting lost, and finds itself in a strangely colored irregular dimension. The crew decides to turn off the engine on the ship, and explore a mysterious planet. In order to collect information, Kodai, Kiryū, Sawamura, Niimi, and Aihara land on the planet. What they saw when they arrived was a ship that was not supposed to be there.  Dagaamu chases after the traces of Yamato's warp, and also reaches the strangely colored space. The planet on which Yamato landed was in fact what Dagaamu had been looking for all along.  (Source: ANN)"
202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863,
30370,Akatsuki no Yona OVA,"Action, Comedy, Fantasy, Shoujo",OVA,3,7.92,29398,"At a remote hot springs lodge, Yona and the team rest. The boys are taking a bath with the exception of Ki-ja, who looks troubled. Jae-ha takes this chance to tease him, unwittingly finding a mark linked to the previous White Dragon—whom coincidentally is also Ki-ja's father—prompting Ki-ja to recall their complicated relationship.  In another time and place, Son Hak and the dragons banter as they hold a drinking contest. As they start to doze off one-by-one, Zeno dreams of his past, where his abilities and experiences, both as a person and as the Yellow Dragon, are revealed.  [Written by MAL Rewrite]"
9919,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,7.92,583823,"As the grand festival of True Cross Academy draws near, exwires and exorcists alike combine their efforts to banish any demon that threatens the celebrations. Among them, Rin Okumura is tasked with exorcising the soul-devouring demon known as the Phantom Train alongside his brother Yukio and Shiemi Moriyama.  During their mission, the Phantom Train escapes its tracks and begins ravaging True Cross Academy. In the ensuing chaos, Rin encounters a childlike demon he dubs Usamaro, and begins to develop an odd friendship with it. However, Usamaro's abilities might be far more sinister than Rin initially expected.  [Written by MAL Rewrite]"
1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",TV,26,7.92,316853,"When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys.  As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.  [Written by MAL Rewrite]"
34036,Detective Conan: Episode One - Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,8.1,2493,
10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1,7.91,7515,
17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191,"Due to a tragic accident, Banri Tada is struck with amnesia, dissolving the memories of his hometown and past. However, after befriending Mitsuo Yanagisawa, he decides to move on and begin a new life at law school in Tokyo. But just as he is beginning to adjust to his college life, the beautiful Kouko Kaga dramatically barges into Banri's life, and their chance meeting marks the beginning of an unforgettable year.   After having a glimpse of college life, Banri learns that he is in a new place and a new world—a place where he can be reborn, have new friends, fall in love, make mistakes, and grow. And as he begins to discover who he was, the path he has chosen leads him towards a blindingly bright life that he will never want to forget.  [Written by MAL Rewrite]"
1824,Hadashi no Gen,"Drama, Historical",Movie,1,7.92,16474,"In 1945, World War II is at its peak. As Japanese cities are fire-bombed and the nation is cornered by US forces, Japan is collapsing under the immense pressure. Gen Nakaoka, a bold, free-spirited young boy, lives in Hiroshima. Struggling with wartime scarcity and barely making ends meet, Gen and his family are hopeful that the conflict will soon end with Japan's imminent defeat and their city unscathed.  However, unbeknownst to them, their fate is already sealed with the impending dropping of ""Little Boy,"" the US atomic bomb set to cause the devastating cataclysm that will forever change Japanese society.  [Written by MAL Rewrite]"
4192,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,7.92,67323,"Hayate Ayasaki's misfortune continues to hand him the short end of the stick. Now settled into his routine at the Sanzenins' mansion and Hakuou Academy, the butler continues to work as hard as ever in caring for his young mistress Nagi while studying the school's grueling curriculum—all on top of trying his best to survive the multitude of troubles that life relentlessly pushes onto him.  The unintentional chick magnet's life is far from quiet, forced to deal not only with Nagi's yet unnoticed infatuation with him, but also the evergrowing string of accidentally seduced girls—most notably, the exceptionally plain Ayumu Nishizawa, a friend of his before he became a butler, and the diligent Hinagiku Katsura, Hakuou's student council president. While one struggles to gain his affection and the other desperately tries to deny her own, both the girls are going to make the boy's life a little more complicated than it already is.  [Written by MAL Rewrite]"
10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,7.92,89373,"Because of the constantly declining birth rates over many decades, human civilization is all but extinct. With only a few humans remaining, they survive in this post-apocalyptic world with what was left behind by the previous generations. Earth is now dominated by fairies, tiny creatures with extremely advanced technology, an obsession with candy, and a complete disregard for human safety.   A young girl who has just finished her studies returns to her hometown and is designated as an official United Nations arbitrator. Her duty is to serve as a link between mankind and fairies, reassuring each side that both races can live together peacefully. She imagines this task will be easy enough, but controlling the disasters created by the oblivious fairies in their pursuit of candy will require a lot more effort than she initially believes.  [Written by MAL Rewrite]"
30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Music,Special,1,7.92,10306,
19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,7.92,53024,"You can tell witch training is not going swimmingly for the young sorceresses Akko, Lotte, and Sucy—they face expulsion for screwing up one class too many, and their only way out is if they successfully organize their academy's annual parade through a nearby town. But when they stumble upon the momentous discovery that the objective of the parade is to humiliate witches and commemorate their past subjugation, Akko decides it is time for a change: It is time to show the world how fantastic modern witches truly are! However, with the other girls struggling to keep up with Akko's grandiose ambitions, and everything from mischievous boys to slumbering giants getting in their way, maybe pulling it off will require not only all the magical prowess the pupils of Luna Nova Magical Academy can muster, but also a miracle.  [Written by MAL Rewrite]"
4472,Lucky☆Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,7.92,84833,"The OVA features six separate stories revolving around the cast, some of which border on the bizarre; one of which is an MMORPG environment being played by Konata, Kagami, Tsukasa, and Nanako Kuroi, and another in which Kagami has a ""suggestive"" dream about Konata.  (Source: Wikipedia)"
19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",Movie,1,7.92,7695,"One foggy morning, a black and white Toyota AE86 flies past Keisuke Takahashi's Mazda RX7 on Mount Akina, making him believe he has seen the ghost of a racer who died on the mountain. Resolving to defeat this phantom, Keisuke mobilizes the Akagi Red Suns to take on the local Akina Speed Stars racing team in an exchange race. He anticipates that the competition will lure the elusive ""Ghost of Akina"" out into the open and give him the opportunity to exact revenge for his previous defeat.   While his friend Itsuki Takeuchi is obsessed with cars and racing, Takumi Fujiwara is not. He fails to understand the ""rush"" that racers experience and any talk of cars reminds him of the tofu deliveries he makes for his father in an old AE86. His early morning routine takes him up and down Mount Akina, where he has memorized every hairpin, brake point, and turn better than anyone else.   When the Akagi team appears one night to challenge the Speed Stars to an exchange race, they accept the challenge only to find out that they are completely outclassed. The only way the Speed Stars can stand a chance against them is if they can get the panda-colored AE86 to join their team. With a bit of coercion, Takumi takes the wheel of the AE86 and heads off to Mount Akina to defend the pride of all racers in Akina.  [Written by MAL Rewrite]"
5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,7.92,229567,"To young Oz Vessalius, heir to the Vessalius Duke House, the perilous world called the Abyss is nothing more than a folktale used to scare misbehaving children. However, when Oz's coming-of-age ceremony is interrupted by the malicious Baskerville Clan intent on banishing him into the depths of the Abyss, the Vessalius heir realizes that his peaceful life of luxury is at its end. Now, he must confront the world of the Abyss and its dwellers, the monstrous ""Chains,"" which are both not quite as fake as he once believed.  Based on the supernatural fantasy manga of the same name, Pandora Hearts tells the story of fifteen-year-old Oz's journey to discover the meaning behind the strange events that have overtaken his life. Assisted by a mysterious Chain named Alice, whose nickname is ""Bloodstained Black Rabbit,"" and members of a clandestine organization known as ""Pandora,"" Oz begins to realize his existence may have more meaning than he could have ever imagined.  [Written by MAL Rewrite]"
6591,Rurouni Kenshin DVD-BOX Special Ending,"Historical, Romance",Special,1,7.92,9695,The last scene of the 10 Years Special DVD BOX released in Japan in 2007. Follows the manga's ending.
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Movie,1,7.91,77103,"In the Kingdom of Midland, a mercenary named Guts wanders the land, preferring a life of conflict over a life of peace. Despite the odds never being in his favor, he is an unstoppable force that overcomes every opponent, wielding a massive sword larger than himself.  One day, Griffith, the mysterious leader of the mercenary group Band of the Hawk, witnesses the warrior's battle prowess and invites the wandering swordsman to join his squadron. Rejecting the offer, Guts challenges Griffith to a duel—and, much to the former's surprise, is subsequently defeated and forced to join.  Now, Guts must fight alongside Griffith and his crew to help Midland defeat the Empire of Chuder. However, Griffith seems to harbor ulterior motives, desiring something much larger than just settling the war...  [Written by MAL Rewrite]"
388,Capeta,"Cars, Shounen, Sports",TV,52,7.91,9711,"After losing his mother at a very young age, elementary school student Capeta Taira is forced to become more independent to avoid his father worrying for him. Working in a paving company, his father is often busy and has to work overtime to make ends meet. However, no matter how tough he acts in front of his father, Capeta is ultimately just a lonely kid with a rough life. In addition to his typical house duties, he has to deal with the bully Nobu Andou which makes him feel worse, despite support from his classmate, Monami Suzuki.  One day, Capeta's father sees young go-kart drivers racing at high speeds and gets inspired by the scene. He then decides to collect scrapped parts available on the track and begins working on a gift for his son. Meanwhile, Capeta and Monami sneak into his workplace, suspecting that his father is up to something.  Much to their surprise, they see a go-kart built from discarded parts—with Capeta's name attached to it! Although it lacks an engine and looks worn out, the kart is mostly complete and functional.  Despite the heavy rain, Capeta cannot resist the urge to try out this new machinery. As he drives the kart downhill on a wet road, an incident that is almost a dangerous accident instead becomes a thrilling obsession. No longer bored with life, the engine of Capeta's heart is ignited with a new passion as he journeys into the world of racing.   [Written by MAL Rewrite]"
28999,Charlotte,"Drama, School, Super Power",TV,13,7.91,310137,"If not for his ability to take over people's mind and body, Yuu Otosaka would be an ordinary high school student. Though it only lasts for five seconds at a time, Yuu's mysterious power allowed him to cheat his way to the top of his class and  enter a prestigious high school, where he continues his dishonest acts.  His shenanigans are eventually stopped by Nao Tomori—the headstrong student council president from Hoshinoumi Academy—who sees through his deceit. Through coercion, Nao convinces Yuu to transfer to Hoshinoumi and join the student council. Hoshinoumi Academy is secretly an institution created for adolescents who possess supernatural abilities—with the student council serving as a means of locating those who abuse their powers.  With Yuu begrudgingly assisting in council affairs, the group sets out to find and protect new ability users from harm. However, as they further investigate the abilities, their findings entangle them in far more complicated matters than they could ever imagine.  [Written by MAL Rewrite]"
1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen",TV,13,7.91,6337,
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1,7.91,26746,
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1,7.91,5939,"The film will be a continuation spinoff of the 2012 ""Lupin III: The Woman Called Fujiko Mine"" television anime series.  Lupin and Jigen have their sights set on a treasure worth stealing called the Little Comet which is located in the country of East Doroa. The country has fortified its border after a singer named Queen Malta got assassinated in the neighboring country of West Doroa upon visit.   Despite the two countries being enemies, Lupin and Jigen still plan to steal the treasure. During the heist, Jigen almost got killed by a skilled sniper named Yael Okuzaki. His specialty is preparing tombstones for his targets before executing his kills. Its said that no one has survived after Yael makes a grave for that target.  (Source: ANN)"
1910,Master Keaton OVA,"Adventure, Mystery",OVA,15,7.91,3205,"Taichi Keaton is a man of many talents: father, historian, frequent traveler, negotiator, archaeologist, former survival instructor, and all while working as an insurance investigator for Lloyd's of London. While his methods may seem a bit unorthodox, he gets the job done when needed, but not without a little something to learn or teach in the process. Through all of his adventures, some people call him a quack. Those who know him well call him a master of life...    (Source: ANN)"
33221,Mobile Suit Gundam Thunderbolt: December Sky,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.92,2833,
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599,"Raku Ichijou, a first-year student at Bonyari High School, is the sole heir to an intimidating yakuza family. Ten years ago, Raku made a promise to his childhood friend. Now, all he has to go on is a pendant with a lock, which can only be unlocked with the key which the girl took with her when they parted.  Now, years later, Raku has grown into a typical teenager, and all he wants is to remain as uninvolved in his yakuza background as possible while spending his school days alongside his middle school crush Kosaki Onodera. However, when the American Bee Hive Gang invades his family's turf, Raku's idyllic romantic dreams are sent for a toss as he is dragged into a frustrating conflict: Raku is to pretend that he is in a romantic relationship with Chitoge Kirisaki, the beautiful daughter of the Bee Hive's chief, so as to reduce the friction between the two groups. Unfortunately, reality could not be farther from this whopping lie—Raku and Chitoge fall in hate at first sight, as the girl is convinced he is a pathetic pushover, and in Raku's eyes, Chitoge is about as attractive as a savage gorilla.   Nisekoi follows the daily antics of this mismatched couple who have been forced to get along for the sake of maintaining the city's peace. With many more girls popping up his life, all involved with Raku's past somehow, his search for the girl who holds his heart and his promise leads him in more unexpected directions than he expects.  [Written by MAL Rewrite]"
31592,Pokemon XY&amp;Z,"Action, Adventure, Comedy, Fantasy, Kids",TV,47,7.91,15627,
31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,7.91,18575,"A scan of Jump SQ's September issue, to be released on August 4, revealed that the fifteenth volume of To LOVE-Ru Darkness will bundle a new OVA, which will be released on January 4. Consisting of two episodes, the OVA will run for a total of 25 minutes. One episode, titled Ghost Story Kowai no wa Ikaga (How about something scary?), will adapt a side-story from volume nine. The second episode, titled Clinic Sunao ni Narenakute (Without becoming obedient), will adapt chapter 38.  (Source: MAL News)"
28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.91,193566,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That is why he chose to attend Suzaku High School, where no one would know of his violent delinquent reputation. However, much to Ryuu's dismay, he is soon bored; now a second year, Ryuu has reverted to his old ways—lazy with abysmal grades and always getting into fights.  One day, back from yet another office visit, Ryuu encounters Urara Shiraishi, a beautiful honors student. A misstep causes them both to tumble down the stairs, ending in an accidental kiss! The pair discover they can switch bodies with a kiss: an ability which will prove to be both convenient and troublesome.   Learning of their new power, Toranosuke Miyamura, a student council officer and the single member of the Supernatural Studies Club, recruits them for the club. Soon joined by Miyabi Itou, an eccentric interested in all things supernatural, the group unearths the legend of the Seven Witches of Suzaku High, seven female students who have obtained different powers activated by a kiss. The Supernatural Studies Club embarks on its first quest: to find the identities of all the witches.  [Written by MAL Rewrite]"
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,7.9,93074,"1. Ningen Shikkaku 2. Sakura no Mori no Mankai no Shita 3. Kokoro 4. Hashire, Melos! 5. Kumo no Ito 6. Jigokuhen"
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,7.9,11458,"When a sudden thunderstorm strikes, Mei, a young goat, has no choice but to take shelter in an abandoned barn. Before long, he is joined by another animal—a wolf named Gabu. The night is pitch black, and neither of them can make out the other's appearance, but they become fast friends as they chat for hours, promising to meet again.  As soon as Mei and Gabu reunite in daylight, they are met with a predicament: they would normally regard each other as mere predator and prey. However, they vow to remain friends nonetheless and start meeting in secret. While their friendship deepens, their families find out about it, forcing both Mei and Gabu to wonder if their relationship is truly worth the risk.  [Written by MAL Rewrite]"
21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,7.9,159793,"Kazunari Usa is a high school freshman who will start living alone due to his parents now working in a different area. Excited for his new independent life, he hopes to go about his teenage days without the worry of dealing with any strange people, but as he soon discovers, his new boarding house Kawai Complex is far from ordinary.  The various tenants at Kawai Complex are all quite eccentric characters. Shirosaki, Kazunari's roommate, is a pervert and masochist; Mayumi Nishikino, a borderline alcoholic office lady, hates couples because of her unfortunate luck with men; and Sayaka Watanabe, a seemingly innocent college student, enjoys leading men on. Shocked with the lack of decent individuals at his new residence, Kazunari is about to leave when he runs into shy senior student Ritsu Kawai and finds himself slowly falling in love with her.  [Written by MAL Rewrite]"
6024,Chi&#039;s Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104,7.9,16670,
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,7.9,2963,"Pushed out to the far reaches of the galaxy, the crew of the Solo Ship faces impossible odds of survival. With the Earth destroyed and the remnants of the Buff Clan pushing them to their limit, the Ideon shows as the last line of defense for the battered remains of humanity.   As the tensions of their last stand rack up on their minds, Captain Bes Jordan and pilot Cosmo Yuuki race against the clock to protect their final opportunity of survival, even as desperation eats away at the minds of their loved ones. Using any weapons left at their disposal, the crew desperately fight on to protect themselves in the cold clutches of space, punished with a final duel against Harulu Ajiba, who is now desperate to reclaim the honor lost in her father's eyes.  [Written by MAL Rewrite]"
1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672,"In the distant future, humanity has found a way to live forever by purchasing mechanical bodies, but this way to immortality is extraordinarily expensive. An impoverished boy, Tetsurou Hoshino, desires to purchase a pass on the Galaxy Express 999—a train that travels throughout the universe—because it is said that at the end of the line, those aboard can obtain a mechanical body for free. When Tetsurou's mother is gunned down by the villainous machine-man hybrid Count Mecha, however, all seems lost.   Tetsurou is then saved from certain death by the mysterious Maetel, a tall woman with blonde hair and a striking resemblance to his mother. She gives him a pass to the Galaxy Express under one condition: that they travel together. Thus, Tetsurou begins his journey across the universe to many unique planets and thrilling adventures, in hopes of being able to attain that which he most desires.  [Written by MAL Rewrite]"
106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,7.9,28341,"Makino Tsukushi, a girl who comes from a poor family, just wants to get through her two last years at Eitoku Gakuen quietly. But once she makes herself known by standing up for her friend to the F4, the four most popular, powerful, and rich boys at the school, she gets the red card: F4's way of a ""Declaration of War."" But when she doesn't let herself be beaten by them and is starting to fall for one of the F4, Hanazawa Rui, she starts to see that there is more than meets the eye...  (Source: ANN)"
5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,7.9,37051,"Kajika Louisa Kugami Burnsworth is the only daughter of Harry Burnsworth, an influential and respected industrialist who has the power to move the world. There was a threat on Kajika’s life when she was just two years old, and her mother died protecting her. After this tragic incident, Harry sent his only child to an isolated island, Giviolle, where she was raised by the island’s native, Maria. Kajika’s companions during her time there include a white leopard named Mustafa and a boy named Li Ren Fang, who visited her two or three times a year.  Kajika, now fourteen, returns to her father's side, only to be told to begin a game to find her future husband. Harry makes sure that Kajika willingly participates in this game by telling her that she needs to face the harshness of her fate along with the man she chooses to be her husband. She needs to decide among the three candidates that Harry has personally chosen, but it won’t be easy. Kajika must figure out who they are and where they are without any information to go on except that they all possess an irresistible brilliance and charm. All the while, the men aren't even aware that they are the chosen ones. Kajika must also choose wisely, as her partner has to willingly accept her to be his bride.  Hansakeru Seishounen revolves around endearing love, intense passion, noble friendship, undying loyalty, family relations, and political intrigue. The heaviness of Kajika’s fate is real, the threat on Kajika’s life is inevitable, and the husband game is more than just a mere game. Harry needs to find a suitable partner to protect his daughter before someone discovers Kajika’s deep secret—a secret even she is unaware of."
3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13,7.9,19180,"After passing her entrance exam, Yuno enrolls at Yamabuki High School as part of an art degree. She stays at the Hidamari Apartments along with best friend Miyako, and seniors Hiro and Sae. Each episode follows a day in her life as she mingles with her friends, close peers, overly hyper teachers and closely follows the mundane lives of the high school girls.  (Source: ANN)"
11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2,7.9,7999,"Even though studying at a prestigious art school like Yamabuki is hard work, the girls who live at the Hidamari Apartments always manage to squeeze in time for a little fun and exploration. And when they actually get a day off? Watch out world! Yuno, Sae, Hiro, Miyako and new students Nori and Nazuna return to create another masterpiece of life as art, with all new adventures that include swimming, pajama parties, trips to the art museum and even an all-you-can-eat diner courtesy of the landlady! Of course, there’s always a little housework that has to be squeezed in, but with a pinch of resourcefulness and a dash of creativity, even the most onerous of chores can be turned into something magical.   (Source: Sentai Filmworks)"
2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,7.9,4479,"Remi is a boy living happily with his mother in the French countryside. But everything changes when his estranged father comes home and, in desperate need of money, reveals that Remi is adopted, and sells him. Heartbroken, Remi ends up with Vitalis, a traveling musician, and his troupe of animal entertainers. Together, they travel the country in search for Remi's real parents, along the way learning the harsh lessons of life. A deeply moving story about friendship, loss and the pursuit of happiness.   (Source: AniDB)"
